wind_available_mw,electricity_price,carbon_intensity
125.685,70.0,200.0
125.685,69.31851652578136,225.88190451025207
125.685,67.32050807568878,250.0
125.685,64.14213562373095,270.71067811865476
125.685,60.0,286.60254037844385
125.685,55.17638090205041,296.5925826289068
125.685,50.0,300.0
125.685,44.82361909794959,296.5925826289068
125.685,40.0,286.6025403784439
125.685,35.85786437626905,270.71067811865476
125.685,32.67949192431122,250.0
125.685,30.681483474218638,225.8819045102521
125.685,30.0,200.0
125.685,30.681483474218634,174.11809548974793
125.685,32.67949192431122,150.00000000000003
125.685,35.85786437626904,129.2893218813453
123.69879058733841,39.99999999999999,113.39745962155615
115.54802703711887,44.82361909794959,103.40741737109317
96.90818735280443,49.99999999999999,100.0
68.71948320000025,55.176380902050404,103.40741737109316
50.64027318173481,60.0,113.39745962155614
30.537107093270652,64.14213562373095,129.28932188134524
10.820537776107143,67.32050807568876,149.99999999999994
6.1666793419569235,69.31851652578136,174.11809548974784
1.7313990155608208,70.0,199.99999999999997
0.07911590704680639,69.31851652578136,225.8819045102521
1.206634312599636,67.32050807568876,250.0
18.92269284642505,64.14213562373095,270.71067811865476
10.899934201646435,60.00000000000001,286.60254037844385
0.7668786519237227,55.17638090205041,296.5925826289068
11.417666274050296,50.00000000000002,300.0
45.03476693337679,44.823619097949596,296.5925826289068
63.08109978956283,40.000000000000014,286.6025403784439
69.67044721691101,35.85786437626904,270.7106781186547
81.26939478453161,32.67949192431122,249.99999999999997
67.58206726577255,30.681483474218634,225.88190451025207
41.549314797771075,30.0,200.00000000000003
38.42288070373639,30.68148347421863,174.118095489748
42.696244621172674,32.67949192431122,150.00000000000009
41.68082427045016,35.857864376269035,129.28932188134536
37.296920346549264,40.0,113.39745962155612
33.70937845937979,44.823619097949546,103.40741737109323
32.66902542529583,49.99999999999999,100.0
30.728330284668562,55.176380902050404,103.40741737109316
28.79001281287811,59.999999999999986,113.39745962155608
25.740847517827575,64.14213562373095,129.28932188134527
32.213629832088884,67.32050807568876,149.99999999999986
31.314944327722603,69.31851652578136,174.1180954897479
21.597167769859947,70.0,199.99999999999994
15.586713948635568,69.31851652578138,225.881904510252
10.183055009772156,67.32050807568876,250.00000000000006
6.05976295951214,64.14213562373098,270.71067811865464
9.94878821775119,60.0,286.6025403784439
20.841139066603503,55.17638090205042,296.5925826289068
34.383941457063884,50.000000000000014,300.0
58.231205297728735,44.82361909794957,296.5925826289068
73.66178951919818,40.00000000000002,286.6025403784439
91.03177203945285,35.85786437626907,270.71067811865487
125.685,32.67949192431123,250.0
125.685,30.681483474218638,225.8819045102521
125.685,30.0,200.00000000000023
125.685,30.68148347421863,174.11809548974801
125.685,32.679491924311215,150.0000000000001
125.685,35.85786437626905,129.28932188134524
125.685,39.99999999999997,113.39745962155622
125.685,44.823619097949575,103.40741737109317
125.685,50.00000000000002,100.0
125.685,55.1763809020504,103.40741737109315
125.685,60.00000000000001,113.39745962155617
125.685,64.14213562373092,129.28932188134513
125.685,67.32050807568876,150.0
125.685,69.31851652578138,174.11809548974804
125.685,70.0,199.99999999999991
125.685,69.31851652578138,225.8819045102518
125.685,67.32050807568879,249.9999999999999
125.685,64.14213562373095,270.71067811865476
125.685,60.000000000000036,286.6025403784438
125.685,55.176380902050425,296.5925826289068
125.685,50.00000000000005,300.0
125.685,44.8236190979496,296.5925826289068
125.685,39.99999999999999,286.60254037844385
125.685,35.85786437626908,270.71067811865487
125.685,32.679491924311264,250.00000000000034
125.685,30.681483474218627,225.88190451025196
125.685,30.0,200.00000000000009
125.685,30.681483474218638,174.11809548974787
125.685,32.67949192431121,150.0000000000001
125.685,35.857864376269,129.2893218813455
125.685,39.999999999999964,113.39745962155624
